SR No,출처,파일목록,공정,Tag No 수정,카테고리,클래스,타입,C|C|T
DOF522002663,1.0PID,"D-522-A108,HCR팀 - 522-LUBE OIL UNIT,Shell and Tube Heat Exchanger Data Sheet.xlsx,설비포탈",522,522-E-102A,FIXED EQUIPMENT,HEAT EXCHANGERS,U-TUBE,FIXED EQUIPMENT|HEAT EXCHANGERS|U-TUBE
DOF522002664,1.0PID,"D-522-A108,HCR팀 - 522-LUBE OIL UNIT,Shell and Tube Heat Exchanger Data Sheet.xlsx,설비포탈",522,522-E-102B,FIXED EQUIPMENT,HEAT EXCHANGERS,U-TUBE,FIXED EQUIPMENT|HEAT EXCHANGERS|U-TUBE
DOF522002674,1.0PID,"D-522-A108,HCR팀 - 522-LUBE OIL UNIT,Shell and Tube Heat Exchanger Data Sheet.xlsx,설비포탈",522,522-E-102C,FIXED EQUIPMENT,HEAT EXCHANGERS,U-TUBE,FIXED EQUIPMENT|HEAT EXCHANGERS|U-TUBE
DOF522002675,1.0PID,"D-522-A108,HCR팀 - 522-LUBE OIL UNIT,Shell and Tube Heat Exchanger Data Sheet.xlsx,설비포탈",522,522-E-102D,FIXED EQUIPMENT,HEAT EXCHANGERS,U-TUBE,FIXED EQUIPMENT|HEAT EXCHANGERS|U-TUBE
DOF522003700,1.0PID,"D-522-A111,HCR팀 - 522-LUBE OIL UNIT,Shell and Tube Heat Exchanger Data Sheet.xlsx,설비포탈",522,522-E-103A,FIXED EQUIPMENT,HEAT EXCHANGERS,U-TUBE,FIXED EQUIPMENT|HEAT EXCHANGERS|U-TUBE
DOF522003701,1.0PID,"D-522-A111,HCR팀 - 522-LUBE OIL UNIT,Shell and Tube Heat Exchanger Data Sheet.xlsx,설비포탈",522,522-E-103B,FIXED EQUIPMENT,HEAT EXCHANGERS,U-TUBE,FIXED EQUIPMENT|HEAT EXCHANGERS|U-TUBE
DOF522003706,1.0PID,"D-522-A111,HCR팀 - 522-LUBE OIL UNIT,Shell and Tube Heat Exchanger Data Sheet.xlsx,설비포탈",522,522-E-104,FIXED EQUIPMENT,HEAT EXCHANGERS,U-TUBE,FIXED EQUIPMENT|HEAT EXCHANGERS|U-TUBE
DOF522005385,1.0PID,"D-522-A209A,HCR팀 - 522-LUBE OIL UNIT,Shell and Tube Heat Exchanger Data Sheet.xlsx,설비포탈",522,522-E-153A,FIXED EQUIPMENT,HEAT EXCHANGERS,U-TUBE,FIXED EQUIPMENT|HEAT EXCHANGERS|U-TUBE
HH52074,2.0표준,"Shell and Tube Heat Exchanger Data Sheet.xlsx,설비포탈",522,522-E-153,FIXED EQUIPMENT,HEAT EXCHANGERS,U-TUBE,FIXED EQUIPMENT|HEAT EXCHANGERS|U-TUBE
DOF522001065,1.0PID,"Air Cooled Heat Exchanger Data Sheet.xlsx,B7S38-522-A901C,D-522-A111,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-E-105B,FIXED EQUIPMENT,AIR COOLER,PLUG,FIXED EQUIPMENT|AIR COOLER|PLUG
DOF522001077,1.0PID,"522E-105CD.pdf,522E-105CD-1.pdf,Air Cooled Heat Exchanger Data Sheet.xlsx,B7S38-522-A901C,D-522-A111,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-E-105D,FIXED EQUIPMENT,AIR COOLER,PLUG,FIXED EQUIPMENT|AIR COOLER|PLUG
DOF522003828,1.0PID,"522E-105CD.pdf,522E-105CD-1.pdf,Air Cooled Heat Exchanger Data Sheet.xlsx,B7S38-522-A901C,D-522-A111,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-E-105C,FIXED EQUIPMENT,AIR COOLER,PLUG,FIXED EQUIPMENT|AIR COOLER|PLUG
DOF522003829,1.0PID,"Air Cooled Heat Exchanger Data Sheet.xlsx,B7S38-522-A901C,D-522-A111,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-E-105A,FIXED EQUIPMENT,AIR COOLER,PLUG,FIXED EQUIPMENT|AIR COOLER|PLUG
DOF522004221,1.0PID,"Air Cooled Heat Exchanger Data Sheet.xlsx,D-522-A206,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-E-107,FIXED EQUIPMENT,AIR COOLER,PLUG,FIXED EQUIPMENT|AIR COOLER|PLUG
DOF522005468,1.0PID,"D-522-A210,HCR팀 - 522-LUBE OIL UNIT",522,522-E-108,FIXED EQUIPMENT,AIR COOLER,PLUG,FIXED EQUIPMENT|AIR COOLER|PLUG
DOF522005485,1.0PID,D-522-A210,522,522-E-108A,FIXED EQUIPMENT,AIR COOLER,PLUG,FIXED EQUIPMENT|AIR COOLER|PLUG
DOF522005486,1.0PID,D-522-A210,522,522-E-108B,FIXED EQUIPMENT,AIR COOLER,PLUG,FIXED EQUIPMENT|AIR COOLER|PLUG
DOF522005807,1.0PID,"Air Cooled Heat Exchanger Data Sheet.xlsx,D-522-A214,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-E-110A,FIXED EQUIPMENT,AIR COOLER,PLUG,FIXED EQUIPMENT|AIR COOLER|PLUG
DOF522005833,1.0PID,"Air Cooled Heat Exchanger Data Sheet.xlsx,D-522-A214,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-E-110,FIXED EQUIPMENT,AIR COOLER,PLUG,FIXED EQUIPMENT|AIR COOLER|PLUG
DOF522005913,1.0PID,"Air Cooled Heat Exchanger Data Sheet.xlsx,D-522-A214A,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-E-109,FIXED EQUIPMENT,AIR COOLER,PLUG,FIXED EQUIPMENT|AIR COOLER|PLUG
DOF522005959,1.0PID,"522E-109A.pdf,Air Cooled Heat Exchanger Data Sheet.xlsx,D-522-A214A,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-E-109A,FIXED EQUIPMENT,AIR COOLER,PLUG,FIXED EQUIPMENT|AIR COOLER|PLUG
HH86081,2.0표준,"Air Cooled Heat Exchanger Data Sheet.xlsx,설비포탈",522,522-E-108A1,FIXED EQUIPMENT,AIR COOLER,PLUG,FIXED EQUIPMENT|AIR COOLER|PLUG
HH86082,2.0표준,"Air Cooled Heat Exchanger Data Sheet.xlsx,설비포탈",522,522-E-108A2,FIXED EQUIPMENT,AIR COOLER,PLUG,FIXED EQUIPMENT|AIR COOLER|PLUG
DOF522001061,1.0PID,"B7S38-522-A901C,D-522-A108,D-522-A108A,D-522-A108B,D-522-A108E,Fired Heater Data Sheet.xlsx,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-F-101B,FIXED EQUIPMENT,FIRED HEATER,CABIN/BOX TYPE,FIXED EQUIPMENT|FIRED HEATER|CABIN/BOX TYPE
DOF522003260,1.0PID,"B7S38-522-A901C,D-522-A108,D-522-A108A,D-522-A108B,D-522-A108D,Fired Heater Data Sheet.xlsx,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-F-101A,FIXED EQUIPMENT,FIRED HEATER,CABIN/BOX TYPE,FIXED EQUIPMENT|FIRED HEATER|CABIN/BOX TYPE
DOF522004381,1.0PID,"D-522-A207,D-522-A207A,D-522-A207B,Fired Heater Data Sheet.xlsx,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-F-102,FIXED EQUIPMENT,FIRED HEATER,CABIN/BOX TYPE,FIXED EQUIPMENT|FIRED HEATER|CABIN/BOX TYPE
DOF522004708,1.0PID,"522F-102A-001.pdf,522F-102A-002.pdf,D-522-A207C,D-522-A207D,D-522-A207E,Fired Heater Data Sheet.xlsx,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-F-102A,FIXED EQUIPMENT,FIRED HEATER,CABIN/BOX TYPE,FIXED EQUIPMENT|FIRED HEATER|CABIN/BOX TYPE
DOF522002360,1.0PID,"D-522-A105,Filter Data Sheet.xlsx,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-XK-101A,FIXED EQUIPMENT,FILTER,CARTRIDGE FILTER,FIXED EQUIPMENT|FILTER|CARTRIDGE FILTER
DOF522002372,1.0PID,"D-522-A105,Filter Data Sheet.xlsx,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-XK-101B,FIXED EQUIPMENT,FILTER,CARTRIDGE FILTER,FIXED EQUIPMENT|FILTER|CARTRIDGE FILTER
DOF522004966,1.0PID,"D-522-A208,D-522-A208A,Filter Data Sheet.xlsx,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-XK-102B,FIXED EQUIPMENT,FILTER,CARTRIDGE FILTER,FIXED EQUIPMENT|FILTER|CARTRIDGE FILTER
DOF522004968,1.0PID,"D-522-A208,D-522-A208A,Filter Data Sheet.xlsx,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-XK-103B,FIXED EQUIPMENT,FILTER,CARTRIDGE FILTER,FIXED EQUIPMENT|FILTER|CARTRIDGE FILTER
DOF522005040,1.0PID,"D-522-A208,D-522-A208A,Filter Data Sheet.xlsx,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-XK-104B,FIXED EQUIPMENT,FILTER,CARTRIDGE FILTER,FIXED EQUIPMENT|FILTER|CARTRIDGE FILTER
DOF522005104,1.0PID,"D-522-A208,D-522-A208A,Filter Data Sheet.xlsx,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-XK-102A,FIXED EQUIPMENT,FILTER,CARTRIDGE FILTER,FIXED EQUIPMENT|FILTER|CARTRIDGE FILTER
DOF522005116,1.0PID,"D-522-A208,D-522-A208A,Filter Data Sheet.xlsx,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-XK-103A,FIXED EQUIPMENT,FILTER,CARTRIDGE FILTER,FIXED EQUIPMENT|FILTER|CARTRIDGE FILTER
DOF522005129,1.0PID,"D-522-A208,D-522-A208A,Filter Data Sheet.xlsx,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-XK-104A,FIXED EQUIPMENT,FILTER,CARTRIDGE FILTER,FIXED EQUIPMENT|FILTER|CARTRIDGE FILTER
DOF522005146,1.0PID,"522-XK-105A_B.PDF,D-522-A208A,D-522-A212,Filter Data Sheet.xlsx,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-XK-105A,FIXED EQUIPMENT,FILTER,CARTRIDGE FILTER,FIXED EQUIPMENT|FILTER|CARTRIDGE FILTER
DOF522005592,1.0PID,"522-XK-105A_B.PDF,D-522-A208A,D-522-A212,Filter Data Sheet.xlsx,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-XK-105B,FIXED EQUIPMENT,FILTER,CARTRIDGE FILTER,FIXED EQUIPMENT|FILTER|CARTRIDGE FILTER
DOF522009200,1.0PID,"HCR팀 - 522-LUBE OIL UNIT,LP1867-F,설비포탈",522,522-GY-101A,FIXED EQUIPMENT,FILTER,CARTRIDGE FILTER,FIXED EQUIPMENT|FILTER|CARTRIDGE FILTER
DOF522009201,1.0PID,"HCR팀 - 522-LUBE OIL UNIT,LP1867-F,설비포탈",522,522-GY-101C,FIXED EQUIPMENT,FILTER,CARTRIDGE FILTER,FIXED EQUIPMENT|FILTER|CARTRIDGE FILTER
PJ10167,3.장치및설치,"HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-GY-101B,FIXED EQUIPMENT,FILTER,CARTRIDGE FILTER,FIXED EQUIPMENT|FILTER|CARTRIDGE FILTER
PJ10168,3.장치및설치,"HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-GY-101D,FIXED EQUIPMENT,FILTER,CARTRIDGE FILTER,FIXED EQUIPMENT|FILTER|CARTRIDGE FILTER
DOF522000277,1.0PID,B7S38-522-A701,522,522-STR-157A,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522000287,1.0PID,B7S38-522-A701,522,522-STR-157B,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522000370,1.0PID,B7S38-522-A711,522,522-STR-H150,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522000473,1.0PID,B7S38-522-A721,522,522-STR-156A,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522000474,1.0PID,B7S38-522-A721,522,522-STR-156B,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522002150,1.0PID,B7S38-522-S0002,522,522-STR-1911,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522002248,1.0PID,B7T35-522-A205A,522,522-STR-E113,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522002304,1.0PID,"B7T35-522-A212A,설비포탈",522,522-STR-E112,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522002509,1.0PID,D-522-A106,522,522-STR-190,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522002576,1.0PID,"D-522-A107,F-501-A122T",522,522-STR-101A,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522002582,1.0PID,D-522-A107,522,522-STR-101C,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522002608,1.0PID,"D-522-A107,F-501-A122T",522,522-STR-101B,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522002613,1.0PID,D-522-A107,522,522-STR-101D,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522002974,1.0PID,D-522-A108A,522,522-STR-F101A,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522002980,1.0PID,D-522-A108A,522,522-STR-F101B,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522003011,1.0PID,D-522-A108B,522,522-STR-F101C,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522003093,1.0PID,D-522-A108B,522,522-STR-501A,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522003108,1.0PID,D-522-A108B,522,522-STR-501B,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522003141,1.0PID,D-522-A108B,522,522-STR-FT081,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522003441,1.0PID,D-522-A108G,522,522-STR-503,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522003456,1.0PID,D-522-A108G,522,522-STR-502A,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522003457,1.0PID,D-522-A108G,522,522-STR-504A,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522003471,1.0PID,D-522-A108G,522,522-STR-504B,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522003474,1.0PID,D-522-A108G,522,522-STR-502B,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522003483,1.0PID,D-522-A108G,522,522-STR-504C,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522004148,1.0PID,D-522-A205,522,522-STR-C106,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522004304,1.0PID,D-522-A206,522,522-STR-102A,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522004323,1.0PID,D-522-A206,522,522-STR-102B,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522004600,1.0PID,D-522-A207A,522,522-STR-F102A,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522004603,1.0PID,D-522-A207A,522,522-STR-F102B,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522004620,1.0PID,D-522-A207A,522,522-STR-FT076,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522004868,1.0PID,D-522-A207D,522,522-STR-201A,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522004869,1.0PID,D-522-A207D,522,522-STR-201B,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522005236,1.0PID,D-522-A209,522,522-STR-113A,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522005247,1.0PID,D-522-A209,522,522-STR-113B,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522005273,1.0PID,D-522-A209,522,522-STR-108A,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522005285,1.0PID,D-522-A209,522,522-STR-108B,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522005287,1.0PID,D-522-A209,522,522-STR-107A,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522005301,1.0PID,D-522-A209,522,522-STR-107B,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522005324,1.0PID,D-522-A209A,522,522-STR-H003,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522005347,1.0PID,D-522-A209A,522,522-STR-H001,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522005348,1.0PID,D-522-A209A,522,522-STR-H002,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522005534,1.0PID,D-522-A210,522,522-STR-103A,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522005556,1.0PID,D-522-A210,522,522-STR-103B,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522005615,1.0PID,D-522-A212,522,522-STR-104A,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522005629,1.0PID,D-522-A212,522,522-STR-104B,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522005642,1.0PID,D-522-A212,522,522-STR-105A,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522005657,1.0PID,D-522-A212,522,522-STR-105B,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522005669,1.0PID,D-522-A212,522,522-STR-105C,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522005722,1.0PID,D-522-A213,522,522-STR-106C,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522005736,1.0PID,D-522-A213,522,522-STR-106D,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522005759,1.0PID,D-522-A213,522,522-STR-106B,FIXED EQUIPMENT,FILTER,STRAINER,FIXED EQUIPMENT|FILTER|STRAINER
DOF522000570,1.0PID,"B7S38-522-A731,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-Q-601,FIXED EQUIPMENT,PIT,CONCRETE,FIXED EQUIPMENT|PIT|CONCRETE
DOF522000571,1.0PID,"B7S38-522-A731,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-Q-602,FIXED EQUIPMENT,PIT,CONCRETE,FIXED EQUIPMENT|PIT|CONCRETE
DOF522000572,1.0PID,"B7S38-522-A731,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-Q-603,FIXED EQUIPMENT,PIT,CONCRETE,FIXED EQUIPMENT|PIT|CONCRETE
DOF522000614,1.0PID,"B7S38-522-A741,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-Q-604,FIXED EQUIPMENT,PIT,CONCRETE,FIXED EQUIPMENT|PIT|CONCRETE
DOF522000653,1.0PID,"B7S38-522-A741,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-Q-605,FIXED EQUIPMENT,PIT,CONCRETE,FIXED EQUIPMENT|PIT|CONCRETE
AS110052,3.안전밸브및파열판,"HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-PSV-301B,FIXED EQUIPMENT,PRESSURE RELIEVING DEVICE,PRESSURE SAFETY VALVE,FIXED EQUIPMENT|PRESSURE RELIEVING DEVICE|PRESSURE SAFETY VALVE
DOF522000685,1.0PID,"522-PSV-045A~B.pdf,B7S38-522-A901,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-PSV-045A,FIXED EQUIPMENT,PRESSURE RELIEVING DEVICE,PRESSURE SAFETY VALVE,FIXED EQUIPMENT|PRESSURE RELIEVING DEVICE|PRESSURE SAFETY VALVE
DOF522000694,1.0PID,"522-PSV-045A~B.pdf,B7S38-522-A901,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-PSV-045B,FIXED EQUIPMENT,PRESSURE RELIEVING DEVICE,PRESSURE SAFETY VALVE,FIXED EQUIPMENT|PRESSURE RELIEVING DEVICE|PRESSURE SAFETY VALVE
DOF522002209,1.0PID,"522PSV-201A~B.pdf,B7T35-522-A205A,B7T35-522-A205A|Pressure Relief Valve Data Sheet.xlsx,D7S38-522-J001-PSV,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-PSV-201A,FIXED EQUIPMENT,PRESSURE RELIEVING DEVICE,PRESSURE SAFETY VALVE,FIXED EQUIPMENT|PRESSURE RELIEVING DEVICE|PRESSURE SAFETY VALVE
DOF522002213,1.0PID,"522PSV-201A~B.pdf,B7T35-522-A205A,B7T35-522-A205A|Pressure Relief Valve Data Sheet.xlsx,D7S38-522-J001-PSV,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-PSV-201B,FIXED EQUIPMENT,PRESSURE RELIEVING DEVICE,PRESSURE SAFETY VALVE,FIXED EQUIPMENT|PRESSURE RELIEVING DEVICE|PRESSURE SAFETY VALVE
DOF522002264,1.0PID,"522-PSV-202A~B.pdf,B7T35-522-A212A,D7S38-522-J001-PSV,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-PSV-202A,FIXED EQUIPMENT,PRESSURE RELIEVING DEVICE,PRESSURE SAFETY VALVE,FIXED EQUIPMENT|PRESSURE RELIEVING DEVICE|PRESSURE SAFETY VALVE
DOF522002267,1.0PID,"522-PSV-202A~B.pdf,B7T35-522-A212A,D7S38-522-J001-PSV,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-PSV-202B,FIXED EQUIPMENT,PRESSURE RELIEVING DEVICE,PRESSURE SAFETY VALVE,FIXED EQUIPMENT|PRESSURE RELIEVING DEVICE|PRESSURE SAFETY VALVE
DOF522002516,1.0PID,"522-PSV-505.pdf,D-522-A106,D-522-A106|Thermal Relief Valve Data Sheet.xlsx,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-PSV-505,FIXED EQUIPMENT,PRESSURE RELIEVING DEVICE,PRESSURE SAFETY VALVE,FIXED EQUIPMENT|PRESSURE RELIEVING DEVICE|PRESSURE SAFETY VALVE
DOF522003445,1.0PID,"522PSV-504A1~B1~C1.pdf,D-522-A108G,D-522-A108G|Thermal Relief Valve Data Sheet.xlsx,D7S38-522-J001-PSV,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-PSV-504A1,FIXED EQUIPMENT,PRESSURE RELIEVING DEVICE,PRESSURE SAFETY VALVE,FIXED EQUIPMENT|PRESSURE RELIEVING DEVICE|PRESSURE SAFETY VALVE
DOF522003463,1.0PID,"522PSV-504A1~B1~C1.pdf,D-522-A108G,D-522-A108G|Thermal Relief Valve Data Sheet.xlsx,D7S38-522-J001-PSV,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-PSV-504B1,FIXED EQUIPMENT,PRESSURE RELIEVING DEVICE,PRESSURE SAFETY VALVE,FIXED EQUIPMENT|PRESSURE RELIEVING DEVICE|PRESSURE SAFETY VALVE
DOF522003477,1.0PID,"522PSV-504A1~B1~C1.pdf,D-522-A108G,D-522-A108G|Thermal Relief Valve Data Sheet.xlsx,D7S38-522-J001-PSV,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-PSV-504C1,FIXED EQUIPMENT,PRESSURE RELIEVING DEVICE,PRESSURE SAFETY VALVE,FIXED EQUIPMENT|PRESSURE RELIEVING DEVICE|PRESSURE SAFETY VALVE
DOF522005330,1.0PID,D-522-A209A,522,522-SV-012A,FIXED EQUIPMENT,PRESSURE RELIEVING DEVICE,PRESSURE SAFETY VALVE,FIXED EQUIPMENT|PRESSURE RELIEVING DEVICE|PRESSURE SAFETY VALVE
DOF522005337,1.0PID,D-522-A209A,522,522-SV-012B,FIXED EQUIPMENT,PRESSURE RELIEVING DEVICE,PRESSURE SAFETY VALVE,FIXED EQUIPMENT|PRESSURE RELIEVING DEVICE|PRESSURE SAFETY VALVE
DOF522009198,1.0PID,"HCR팀 - 522-LUBE OIL UNIT,LP1867-F,설비포탈",522,522-PSV-301A,FIXED EQUIPMENT,PRESSURE RELIEVING DEVICE,PRESSURE SAFETY VALVE,FIXED EQUIPMENT|PRESSURE RELIEVING DEVICE|PRESSURE SAFETY VALVE
AD10046,2.1.INSTRUMENT SCHEDULE,D7S38-522-J001-PSV,522,522-PSV-906,FIXED EQUIPMENT,PRESSURE RELIEVING DEVICE,PRESSURE RELIEF VALVE,FIXED EQUIPMENT|PRESSURE RELIEVING DEVICE|PRESSURE RELIEF VALVE
AS110054,3.안전밸브및파열판,"HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-PSV-302B,FIXED EQUIPMENT,PRESSURE RELIEVING DEVICE,PRESSURE RELIEF VALVE,FIXED EQUIPMENT|PRESSURE RELIEVING DEVICE|PRESSURE RELIEF VALVE
AS110056,3.안전밸브및파열판,"HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-PSV-303B,FIXED EQUIPMENT,PRESSURE RELIEVING DEVICE,PRESSURE RELIEF VALVE,FIXED EQUIPMENT|PRESSURE RELIEVING DEVICE|PRESSURE RELIEF VALVE
DOF522000016,1.0PID,"24079-0007-10,24079-0007-10|Thermal Relief Valve Data Sheet.xlsx,D7S38-522-J001-PSV,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-PSV-034,FIXED EQUIPMENT,PRESSURE RELIEVING DEVICE,PRESSURE RELIEF VALVE,FIXED EQUIPMENT|PRESSURE RELIEVING DEVICE|PRESSURE RELIEF VALVE
DOF522000298,1.0PID,"B7S38-522-A711,B7S38-522-A711|Thermal Relief Valve Data Sheet.xlsx,D7S38-522-J001-PSV,HCR팀 - 522-LUBE OIL UNIT,설비포탈",522,522-PSV-025,FIXED EQUIPMENT,PRESSURE RELIEVING DEVICE,PRESSURE RELIEF VALVE,FIXED EQUIPMENT|PRESSURE RELIEVING DEVICE|PRESSURE RELIEF VALVE
